Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,Plot
Loafer 3,Marathi,7.1,2 h 55 min,2011.0,7+,The story follows a single mother who discovers a conspiracy that threatens everyone they love during a turbulent political upheaval.
Second Chance,Hindi,7.6,3 h 7 min,2020.0,18+,The story follows a small-town teacher who must outsmart a ruthless rival to survive in a bustling metropolitan city. The journey forces difficult choices with lasting consequences.
Karan's Diary,Hindi,,1 h 31 min,2012.0,16+,The story follows a fishing boat captain who tries to rebuild their life after tragedy across the sprawling countryside.
American Pie,Hindi,6.1,3 h 2 min,2015.0,7+,The story follows a rebellious teenager who struggles to reconnect with estranged family during a turbulent political upheaval. Friendships are tested and loyalties are questioned throughout.
Uproar,Telugu,6.6,2 h 36 min,2018.0,7+,The story follows an aspiring writer who sets out on a journey of self-discovery in the years following independence. Friendships are tested and loyalties are questioned throughout.
Love Birds,English,5.9,2 h 17 min,2005.0,All,The story follows a fishing boat captain who sets out on a journey of self-discovery in the vibrant world of the entertainment industry.
Sweet Revenge,Hindi,5.9,2 h 32 min,2006.0,13+,The story follows a college student who fights to protect their community from a powerful enemy across the sprawling countryside. The narrative builds to an emotional and unforgettable climax.
Legacy,Hindi,,2 h 18 min,2002.0,13+,"The story follows a grieving widow who discovers a conspiracy that threatens everyone they love in the years following independence. What unfolds is a tale of courage, sacrifice, and hope."
Khopa,Hindi,4.9,1 h 35 min,2024.0,13+,The story follows a rookie police officer who chases a lifelong dream against all odds within the walls of a traditional joint family. The narrative builds to an emotional and unforgettable climax.
Raj Kapoor,Tamil,6.5,2 h 56 min,2010.0,16+,The story follows an aspiring writer who tries to rebuild their life after tragedy in the vibrant world of the entertainment industry.
Arjun's Dream,Telugu,6.7,1 h 21 min,1981.0,7+,The story follows a retired soldier who gets entangled in a dangerous political game in the years following independence.
Sanjay Iyer,Marathi,6.8,2 h 27 min,2020.0,7+,The story follows a talented dancer who risks everything to save someone they love in a bustling metropolitan city. The journey forces difficult choices with lasting consequences.
Sanctuary,Tamil,6.1,2 h 40 min,2010.0,18+,The story follows a corporate executive who fights to protect their community from a powerful enemy in the years following independence. The journey forces difficult choices with lasting consequences.
Rekha Rao,Hindi,6.5,1 h 23 min,2005.0,13+,The story follows a small-town teacher who battles personal demons while chasing redemption in the vibrant world of the entertainment industry.
Bitter Truth,Telugu,6.0,1 h 33 min,1990.0,16+,The story follows a famous chef who uncovers the truth behind a decades-old mystery against the backdrop of a festival season.
Divya Pillai,Hindi,5.2,2 h 39 min,2006.0,18+,"The story follows a wealthy businessman who tries to rebuild their life after tragedy. Along the way, unexpected alliances are formed and tested."
Wanderer Returns,English,5.6,2 h 42 min,1993.0,All,"The story follows a village farmer who struggles to reconnect with estranged family in the shadow of a rapidly changing society. What unfolds is a tale of courage, sacrifice, and hope."
Khopa Returns,Hindi,8.7,1 h 22 min,2005.0,13+,The story follows a grieving widow who sets out on a journey of self-discovery. Friendships are tested and loyalties are questioned throughout.
Arjun Naidu,Malayalam,5.8,2 h 19 min,2007.0,16+,The story follows a young musician who chases a lifelong dream against all odds within the walls of a traditional joint family.
Bombshell,English,6.7,1 h 21 min,2021.0,All,The story follows a rookie police officer who falls into a forbidden romance amid the chaos of a natural disaster.
Rahul's Journey,Hindi,9.0,1 h 51 min,2009.0,13+,The story follows a school principal who seeks revenge after a devastating betrayal in the vibrant world of the entertainment industry.
Aditya Iyer,Telugu,5.1,2 h 46 min,1992.0,All,The story follows a famous chef who must confront a dark family secret in the vibrant world of the entertainment industry.
Whisper,Malayalam,6.2,1 h 35 min,2017.0,16+,The story follows a struggling artist who chases a lifelong dream against all odds in a quiet coastal village.
Renegade Reloaded,Kannada,5.1,3 h 9 min,2014.0,13+,The story follows an undercover agent who gets entangled in a dangerous political game within the walls of a traditional joint family.
Vijay Menon,Telugu,6.5,3 h,2013.0,13+,The story follows an undercover agent who struggles to reconnect with estranged family within the walls of a traditional joint family.
Sanctuary,Telugu,7.7,1 h 31 min,1999.0,13+,The story follows an ambitious lawyer who fights to protect their community from a powerful enemy within the walls of a traditional joint family. Friendships are tested and loyalties are questioned throughout.
Second Chance,Tamil,3.7,1 h 34 min,2016.0,18+,The story follows a small-time con artist who chases a lifelong dream against all odds during a turbulent political upheaval. Friendships are tested and loyalties are questioned throughout.
Meera's Revenge,English,7.0,2 h 39 min,2017.0,7+,The story follows a grieving widow who must confront a dark family secret within the walls of a traditional joint family.
Broken Roads,Telugu,7.0,1 h 34 min,2023.0,16+,The story follows a talented dancer who seeks revenge after a devastating betrayal.
Sanjay Naidu,English,7.8,1 h 50 min,1986.0,7+,The story follows a struggling artist who seeks revenge after a devastating betrayal amid the chaos of a natural disaster.
Wanderer,Hindi,5.9,1 h 49 min,1992.0,18+,The story follows an aspiring writer who falls into a forbidden romance amid the chaos of a natural disaster.
Nikhil Bose,Malayalam,7.9,1 h 30 min,1997.0,7+,"The story follows a corporate executive who battles personal demons while chasing redemption against the backdrop of a festival season. Along the way, unexpected alliances are formed and tested."
Maya's Diary,Bengali,6.4,1 h 19 min,2002.0,All,"The story follows a college student who chases a lifelong dream against all odds in a quiet coastal village. What unfolds is a tale of courage, sacrifice, and hope."
Nikhil's Dream,Telugu,5.7,1 h 51 min,2011.0,All,The story follows a wealthy businessman who tries to rebuild their life after tragedy against the backdrop of a festival season.
Rambo Returns,Tamil,7.6,2 h 16 min,2004.0,All,The story follows a rebellious teenager who struggles to reconnect with estranged family in a quiet coastal village.
Whisper,Malayalam,7.0,1 h 37 min,1993.0,7+,The story follows a small-time con artist who must outsmart a ruthless rival to survive within the walls of a traditional joint family.
Song of the Sea,Telugu,5.8,1 h 19 min,2003.0,7+,The story follows a school principal who gets entangled in a dangerous political game in a bustling metropolitan city.
Ashes,Malayalam,5.2,2 h 16 min,1992.0,All,"The story follows a corporate executive who seeks revenge after a devastating betrayal in a bustling metropolitan city. Along the way, unexpected alliances are formed and tested."
Aditya's Revenge,Gujarati,7.7,2 h 32 min,2019.0,16+,The story follows a talented dancer who discovers a conspiracy that threatens everyone they love within the walls of a traditional joint family.
Thunder II,Marathi,7.5,2 h 43 min,2020.0,13+,The story follows a wealthy businessman who gets entangled in a dangerous political game across the sprawling countryside.
Legacy Begins,English,5.8,1 h 56 min,2003.0,13+,The story follows a famous chef who battles personal demons while chasing redemption against the backdrop of a festival season.
Shattered Glass,Gujarati,5.6,2 h 39 min,2016.0,18+,The story follows a school principal who falls into a forbidden romance across the sprawling countryside.
Sanctuary,Gujarati,8.3,1 h 24 min,2019.0,7+,The story follows a famous chef who is forced to choose between duty and family amid the chaos of a natural disaster.
Dusty Trails,Hindi,5.9,1 h 26 min,2015.0,16+,The story follows a talented dancer who chases a lifelong dream against all odds in a bustling metropolitan city.
Karan Menon,Tamil,6.5,2 h 57 min,2011.0,16+,The story follows a young musician who seeks revenge after a devastating betrayal in the shadow of a rapidly changing society.
Bombshell,Hindi,5.6,1 h 43 min,2020.0,13+,The story follows an ambitious lawyer who gets entangled in a dangerous political game in a quiet coastal village.
Sanjay Sharma,Hindi,4.5,1 h 47 min,1999.0,All,The story follows a rookie police officer who uncovers the truth behind a decades-old mystery in a bustling metropolitan city.
Neha Singh,English,7.0,1 h 26 min,1999.0,All,"The story follows a fishing boat captain who chases a lifelong dream against all odds against the backdrop of a festival season. Along the way, unexpected alliances are formed and tested."
Sneha Nair,Tamil,7.2,2 h 59 min,2010.0,18+,"The story follows an undercover agent who discovers a conspiracy that threatens everyone they love within the walls of a traditional joint family. What unfolds is a tale of courage, sacrifice, and hope."
